Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,month,hour
2004-03-10,21.00.00,1.1,1190.0,10.4,992.0,629.0,654.0,178.0,1587.0,1211.0,21.9,61.4,1.5946,3,21
2004-03-10,22.00.00,0.7,1092.0,8.3,911.0,737.0,735.0,162.0,1506.0,1052.0,22.0,59.8,1.5619999999999998,3,22
2004-03-10,23.00.00,0.9,1079.0,7.8,890.0,712.0,745.0,171.0,1522.0,1000.0,20.5,64.9,1.5473,3,23
2004-04-10,00.00.00,1.5,995.0,5.5,789.0,933.0,828.0,174.0,1432.0,874.0,19.8,66.9,1.5277,4,00
2004-04-10,01.00.00,3.8,960.0,5.2,772.0,836.0,838.0,185.0,1431.0,852.0,18.4,71.6,1.4997,4,01
2004-04-10,02.00.00,6.0,890.0,3.2,666.0,987.0,969.0,126.0,1323.0,728.0,18.9,68.6,1.4818,4,02
2004-04-10,03.00.00,5.1,860.0,2.7,632.0,985.0,1037.0,113.0,1322.0,713.0,17.8,72.3,1.4546,4,03
2004-04-10,04.00.00,3.6,860.0,3.0,652.0,1040.0,997.0,111.0,1326.0,734.0,17.1,73.9,1.4262,4,04
2004-04-10,05.00.00,3.0,883.0,4.0,713.0,401.0,937.0,107.0,1351.0,777.0,17.7,70.3,1.4088,4,05
2004-04-10,06.00.00,3.1,929.0,5.6,795.0,279.0,858.0,107.0,1373.0,815.0,17.1,71.8,1.3936,4,06
2004-04-10,07.00.00,3.3,1100.0,11.1,1018.0,280.0,706.0,102.0,1573.0,1002.0,18.3,67.5,1.4044,4,07
2004-04-10,08.00.00,3.4,1257.0,20.1,1299.0,280.0,550.0,96.0,1864.0,1302.0,18.5,67.0,1.4135,4,08
2004-04-10,09.00.00,4.6,1402.0,23.6,1393.0,327.0,505.0,86.0,1967.0,1542.0,19.9,61.7,1.4193,4,09
2004-04-10,10.00.00,6.9,1376.0,21.0,1324.0,316.0,527.0,70.0,1886.0,1571.0,22.9,52.6,1.4519,4,10
2004-04-10,11.00.00,5.1,1374.0,21.8,1346.0,223.0,519.0,59.0,1910.0,1614.0,24.2,49.0,1.4586,4,11
2004-04-10,12.00.00,4.9,1381.0,22.1,1355.0,180.0,516.0,74.0,1931.0,1583.0,25.8,44.7,1.459,4,12
2004-04-10,13.00.00,6.1,1282.0,18.2,1247.0,131.0,561.0,89.0,1829.0,1285.0,26.0,44.5,1.4731,4,13
2004-04-10,14.00.00,6.2,1188.0,14.2,1124.0,101.0,625.0,131.0,1655.0,1094.0,27.1,40.2,1.4217,4,14
2004-04-10,15.00.00,3.0,1227.0,14.9,1147.0,189.0,612.0,139.0,1707.0,1113.0,27.4,39.8,1.4318,4,15
2004-04-10,16.00.00,3.4,1364.0,21.1,1328.0,336.0,528.0,145.0,1898.0,1395.0,28.9,36.3,1.4291,4,16
2004-04-10,17.00.00,3.5,1531.0,30.3,1558.0,804.0,451.0,137.0,2181.0,1620.0,28.4,37.5,1.4251,4,17
2004-04-10,18.00.00,3.2,1694.0,41.6,1805.0,860.0,391.0,128.0,2523.0,1882.0,26.0,43.9,1.4562,4,18
2004-04-10,19.00.00,2.9,1723.0,44.7,1866.0,745.0,378.0,128.0,2612.0,2006.0,24.3,49.6,1.486,4,19
2004-04-10,20.00.00,2.1,1356.0,21.3,1331.0,685.0,520.0,123.0,1925.0,1643.0,23.3,53.0,1.4939,4,20
2004-04-10,21.00.00,1.7,1084.0,10.0,979.0,639.0,699.0,136.0,1539.0,1239.0,22.6,55.1,1.4899,4,21
2004-04-10,22.00.00,1.7,1039.0,8.9,936.0,668.0,731.0,137.0,1499.0,1121.0,21.2,59.3,1.4787,4,22
2004-04-10,23.00.00,1.3,1011.0,7.4,875.0,469.0,787.0,151.0,1446.0,1012.0,20.6,60.9,1.4642,4,23
2004-05-10,00.00.00,2.8,968.0,6.4,831.0,605.0,810.0,171.0,1425.0,961.0,20.0,63.1,1.4592,5,00
2004-05-10,01.00.00,2.5,867.0,3.7,693.0,641.0,971.0,171.0,1335.0,825.0,19.7,63.4,1.4383,5,01
2004-05-10,02.00.00,2.7,820.0,2.5,620.0,774.0,1081.0,161.0,1270.0,703.0,20.8,58.8,1.4305,5,02
2004-05-10,03.00.00,1.5,826.0,2.7,631.0,1001.0,1072.0,154.0,1280.0,752.0,17.8,69.8,1.4058,5,03
2004-05-10,04.00.00,2.6,835.0,2.5,620.0,1184.0,1053.0,127.0,1260.0,741.0,18.8,65.3,1.4023,5,04
2004-05-10,05.00.00,3.1,887.0,4.1,717.0,1020.0,955.0,115.0,1334.0,786.0,17.6,69.5,1.3889,5,05
2004-05-10,06.00.00,2.5,990.0,7.8,889.0,964.0,763.0,102.0,1450.0,952.0,17.4,69.7,1.3714,5,06
2004-05-10,07.00.00,2.6,1511.0,30.8,1569.0,741.0,476.0,100.0,2195.0,1601.0,17.4,70.1,1.3783,5,07
2004-05-10,08.00.00,2.5,1352.0,26.4,1465.0,757.0,491.0,86.0,1998.0,1621.0,18.5,65.5,1.3787,5,08
2004-05-10,09.00.00,2.3,1337.0,21.6,1339.0,564.0,525.0,80.0,1870.0,1622.0,20.6,58.5,1.4054,5,09
2004-05-10,10.00.00,3.1,1435.0,22.8,1373.0,434.0,513.0,74.0,1910.0,1759.0,23.9,48.7,1.4269,5,10
2004-05-10,11.00.00,1.9,1377.0,19.3,1276.0,308.0,539.0,82.0,1790.0,1666.0,26.0,43.8,1.4499,5,11
2004-05-10,12.00.00,2.5,1562.0,30.4,1559.0,133.0,453.0,96.0,2130.0,1918.0,28.6,37.3,1.4423,5,12
2004-05-10,13.00.00,3.1,1358.0,23.4,1389.0,103.0,516.0,124.0,1886.0,1525.0,27.9,38.0,1.4029,5,13
2004-05-10,14.00.00,2.0,1301.0,17.1,1212.0,178.0,575.0,142.0,1717.0,1332.0,28.4,37.6,1.4282,5,14
2004-05-10,15.00.00,1.9,1255.0,14.6,1136.0,289.0,611.0,154.0,1675.0,1183.0,28.5,37.3,1.4329,5,15
2004-05-10,16.00.00,2.4,1410.0,21.6,1340.0,736.0,533.0,144.0,1841.0,1414.0,30.8,31.8,1.3908,5,16
2004-05-10,17.00.00,2.0,1578.0,31.9,1595.0,928.0,459.0,144.0,2181.0,1680.0,29.7,33.1,1.3546,5,17
2004-05-10,18.00.00,1.2,1700.0,40.5,1782.0,897.0,401.0,139.0,2403.0,2004.0,27.0,40.2,1.4158,5,18
2004-05-10,19.00.00,1.0,1778.0,41.6,1805.0,596.0,380.0,138.0,2473.0,2094.0,25.6,47.5,1.5390000000000001,5,19
2004-05-10,20.00.00,1.0,1539.0,23.9,1402.0,481.0,475.0,134.0,2018.0,1780.0,23.9,57.2,1.6774,5,20
2004-05-10,21.00.00,0.8,1409.0,20.3,1304.0,495.0,500.0,150.0,1829.0,1640.0,22.7,60.8,1.6582,5,21
2004-05-10,22.00.00,0.6,1231.0,12.8,1077.0,460.0,602.0,173.0,1580.0,1379.0,21.8,59.9,1.5492,5,22
2004-05-10,23.00.00,0.7,1092.0,8.7,928.0,445.0,688.0,134.0,1470.0,1139.0,22.4,58.3,1.561,5,23
2004-06-10,00.00.00,0.8,1036.0,6.8,850.0,618.0,760.0,128.0,1411.0,1001.0,21.7,60.2,1.5442,6,00
2004-06-10,01.00.00,0.9,984.0,5.3,780.0,858.0,810.0,132.0,1377.0,910.0,21.2,61.4,1.5258,6,01
2004-06-10,02.00.00,1.0,950.0,4.6,743.0,634.0,841.0,134.0,1377.0,895.0,19.3,68.4,1.5130000000000001,6,02
2004-06-10,03.00.00,1.3,889.0,3.2,665.0,575.0,943.0,107.0,1310.0,805.0,19.8,65.1,1.49,6,03
2004-06-10,04.00.00,1.7,865.0,2.8,636.0,738.0,992.0,101.0,1285.0,761.0,20.0,62.9,1.4495,6,04
2004-06-10,05.00.00,2.4,917.0,3.6,686.0,739.0,933.0,94.0,1304.0,805.0,18.3,68.5,1.4291,6,05
2004-06-10,06.00.00,1.7,997.0,6.2,823.0,472.0,804.0,99.0,1395.0,894.0,18.1,68.5,1.4067,6,06
2004-06-10,07.00.00,1.8,1433.0,24.2,1409.0,542.0,506.0,90.0,1972.0,1439.0,17.6,70.5,1.4057,6,07
2004-06-10,08.00.00,1.5,1516.0,32.0,1596.0,577.0,429.0,71.0,2183.0,1706.0,18.3,67.8,1.4091,6,08
2004-06-10,09.00.00,1.1,1528.0,25.8,1449.0,568.0,473.0,71.0,2039.0,1756.0,20.4,61.2,1.4469999999999998,6,09
2004-06-10,10.00.00,2.4,1347.0,16.2,1186.0,451.0,560.0,66.0,1713.0,1493.0,22.5,55.6,1.499,6,10
2004-06-10,11.00.00,2.0,1392.0,17.7,1231.0,242.0,530.0,70.0,1771.0,1567.0,25.7,46.4,1.507,6,11
2004-06-10,12.00.00,1.5,1359.0,16.5,1195.0,277.0,542.0,90.0,1784.0,1376.0,26.8,44.6,1.5467,6,12
2004-06-10,13.00.00,1.7,1391.0,18.3,1249.0,291.0,518.0,102.0,1845.0,1399.0,26.0,46.4,1.5414,6,13
2004-06-10,14.00.00,1.0,1335.0,14.6,1137.0,277.0,563.0,102.0,1729.0,1293.0,26.3,46.0,1.5478,6,14
2004-06-10,15.00.00,1.0,1402.0,17.1,1213.0,510.0,530.0,94.0,1789.0,1348.0,27.4,43.9,1.5811,6,15
2004-06-10,16.00.00,1.0,1406.0,17.2,1216.0,451.0,542.0,122.0,1772.0,1314.0,29.6,36.7,1.4936,6,16
2004-06-10,17.00.00,0.9,1527.0,24.6,1419.0,584.0,476.0,124.0,1966.0,1507.0,28.7,37.3,1.4486,6,17
2004-06-10,18.00.00,1.1,1559.0,26.9,1476.0,260.0,463.0,103.0,2022.0,1660.0,25.7,44.1,1.4331,6,18
2004-06-10,19.00.00,1.1,1840.0,44.0,1852.0,492.0,360.0,115.0,2553.0,2143.0,24.5,49.5,1.5022,6,19
2004-06-10,20.00.00,0.6,1666.0,31.0,1573.0,580.0,427.0,107.0,2195.0,1968.0,23.3,54.4,1.5386,6,20
2004-06-10,21.00.00,0.7,1336.0,16.8,1204.0,373.0,542.0,120.0,1759.0,1490.0,22.4,57.9,1.5449,6,21
2004-06-10,22.00.00,0.9,1189.0,11.0,1014.0,497.0,641.0,120.0,1553.0,1249.0,22.7,55.8,1.5218,6,22
2004-06-10,23.00.00,1.3,1226.0,11.4,1029.0,413.0,620.0,108.0,1570.0,1265.0,20.4,62.4,1.4758,6,23
2004-07-10,00.00.00,3.1,1171.0,9.9,972.0,444.0,650.0,115.0,1529.0,1181.0,20.3,64.2,1.5063,7,00
2004-07-10,01.00.00,4.9,1002.0,5.0,762.0,533.0,814.0,124.0,1385.0,954.0,21.4,60.6,1.5236,7,01
2004-07-10,02.00.00,4.7,950.0,3.7,696.0,325.0,894.0,109.0,1375.0,875.0,20.3,66.3,1.5657,7,02
2004-07-10,03.00.00,3.2,930.0,3.1,660.0,439.0,925.0,93.0,1321.0,838.0,20.9,62.2,1.5182,7,03
2004-07-10,04.00.00,2.5,924.0,2.9,643.0,506.0,948.0,103.0,1329.0,825.0,19.9,66.1,1.5198,7,04
2004-07-10,05.00.00,3.8,994.0,4.4,732.0,349.0,852.0,106.0,1400.0,882.0,19.8,67.1,1.5305,7,05
2004-07-10,06.00.00,3.3,1089.0,7.4,873.0,235.0,741.0,96.0,1479.0,990.0,20.1,64.4,1.4967,7,06
2004-07-10,07.00.00,2.5,1468.0,19.4,1280.0,378.0,518.0,81.0,1899.0,1423.0,19.7,66.4,1.5035,7,07
2004-07-10,08.00.00,2.7,1696.0,37.1,1711.0,304.0,383.0,70.0,2464.0,1823.0,20.9,62.4,1.5226,7,08
2004-07-10,09.00.00,2.9,1479.0,22.2,1357.0,180.0,491.0,60.0,1937.0,1581.0,22.5,57.0,1.5314,7,09
2004-07-10,10.00.00,3.1,1425.0,18.5,1255.0,148.0,516.0,63.0,1864.0,1500.0,23.5,53.4,1.5241,7,10
2004-07-10,11.00.00,4.0,1279.0,14.0,1116.0,106.0,587.0,68.0,1668.0,1268.0,24.7,48.2,1.4802,7,11
2004-07-10,12.00.00,3.1,1319.0,15.5,1165.0,87.0,571.0,68.0,1743.0,1230.0,27.1,40.9,1.4405,7,12
2004-07-10,13.00.00,2.7,1329.0,15.7,1172.0,96.0,561.0,66.0,1739.0,1204.0,25.9,44.2,1.4576,7,13
2004-07-10,14.00.00,1.7,1327.0,15.7,1172.0,120.0,566.0,72.0,1747.0,1205.0,26.9,41.8,1.4555,7,14
2004-07-10,15.00.00,1.5,1282.0,12.7,1075.0,130.0,605.0,81.0,1651.0,1103.0,27.2,40.7,1.4481,7,15
2004-07-10,16.00.00,1.4,1342.0,15.3,1157.0,140.0,572.0,89.0,1707.0,1195.0,28.6,37.6,1.4468,7,16
2004-07-10,17.00.00,1.4,1623.0,28.8,1522.0,176.0,447.0,85.0,2110.0,1618.0,28.0,38.5,1.4369999999999998,7,17
2004-07-10,18.00.00,1.1,1576.0,26.1,1458.0,209.0,463.0,86.0,2024.0,1637.0,25.2,45.8,1.4464,7,18
2004-07-10,19.00.00,1.1,1747.0,37.1,1709.0,309.0,399.0,83.0,2370.0,1876.0,24.0,50.6,1.4892,7,19
2004-07-10,20.00.00,0.6,1757.0,35.7,1680.0,226.0,396.0,77.0,2280.0,1959.0,23.2,54.7,1.5296,7,20
2004-07-10,21.00.00,0.8,1331.0,16.5,1194.0,246.0,559.0,93.0,1715.0,1477.0,22.3,57.1,1.5219,7,21
2004-07-10,22.00.00,1.0,1182.0,11.0,1016.0,208.0,658.0,103.0,1572.0,1210.0,21.8,58.2,1.5036,7,22
2004-07-10,23.00.00,2.8,1162.0,10.8,1008.0,154.0,658.0,90.0,1556.0,1160.0,20.9,61.3,1.4923,7,23
2004-08-10,00.00.00,3.4,1147.0,9.6,964.0,275.0,668.0,93.0,1517.0,1116.0,20.6,62.0,1.4827,8,00
2004-08-10,01.00.00,3.3,1040.0,6.5,836.0,281.0,762.0,72.0,1423.0,974.0,20.3,62.5,1.472,8,01
2004-08-10,02.00.00,4.1,920.0,3.6,688.0,237.0,920.0,73.0,1317.0,820.0,20.5,62.1,1.4771,8,02
2004-08-10,03.00.00,3.5,931.0,3.3,670.0,225.0,931.0,64.0,1326.0,792.0,18.7,68.5,1.4586,8,03
2004-08-10,04.00.00,3.0,954.0,4.4,731.0,143.0,865.0,66.0,1360.0,839.0,18.2,70.3,1.4498,8,04
2004-08-10,05.00.00,3.6,981.0,5.5,790.0,146.0,817.0,71.0,1390.0,898.0,18.2,70.1,1.4552,8,05
2004-08-10,06.00.00,3.0,1147.0,10.8,1009.0,115.0,653.0,54.0,1589.0,1096.0,18.2,70.0,1.4519,8,06
2004-08-10,07.00.00,2.6,1606.0,31.2,1578.0,125.0,440.0,58.0,2205.0,1786.0,19.4,66.5,1.4801,8,07
2004-08-10,08.00.00,2.6,1490.0,24.8,1424.0,150.0,465.0,72.0,2033.0,1604.0,19.5,66.9,1.4999,8,08
2004-08-10,09.00.00,3.1,1473.0,24.2,1409.0,78.0,483.0,89.0,1984.0,1637.0,21.1,61.1,1.5056,8,09
2004-08-10,10.00.00,3.2,1582.0,29.5,1539.0,108.0,435.0,112.0,2141.0,1827.0,23.2,54.7,1.5349,8,10
2004-08-10,11.00.00,2.4,1468.0,21.0,1323.0,181.0,496.0,131.0,1913.0,1641.0,24.4,52.5,1.5807,8,11
2004-08-10,12.00.00,2.6,1413.0,19.6,1285.0,302.0,518.0,161.0,1883.0,1505.0,26.4,45.8,1.5530000000000002,8,12
2004-08-10,13.00.00,2.4,1400.0,21.2,1331.0,587.0,520.0,135.0,1916.0,1465.0,27.7,39.2,1.4356,8,13
2004-08-10,14.00.00,1.8,1361.0,18.0,1238.0,712.0,548.0,119.0,1805.0,1368.0,28.0,39.6,1.4738,8,14
2004-08-10,15.00.00,1.7,1389.0,20.5,1311.0,698.0,525.0,144.0,1845.0,1748.0,28.7,38.4,1.486,8,15
2004-08-10,16.00.00,1.9,1305.0,15.6,1167.0,576.0,586.0,130.0,1690.0,1301.0,28.5,39.4,1.5147,8,16
2004-08-10,17.00.00,1.4,1354.0,19.2,1275.0,438.0,543.0,109.0,1799.0,1338.0,28.4,39.8,1.5191,8,17
2004-08-10,18.00.00,1.5,1352.0,20.0,1296.0,562.0,534.0,114.0,1846.0,1337.0,26.4,45.9,1.5572,8,18
2004-08-10,19.00.00,1.7,1472.0,21.1,1327.0,467.0,497.0,115.0,1895.0,1516.0,25.2,49.5,1.5665,8,19
2004-08-10,20.00.00,1.0,1412.0,18.6,1256.0,323.0,525.0,123.0,1797.0,1435.0,24.9,50.9,1.5856,8,20
2004-08-10,21.00.00,0.9,1221.0,12.3,1061.0,391.0,619.0,138.0,1615.0,1178.0,24.6,52.2,1.5951,8,21
2004-08-10,22.00.00,1.0,1230.0,10.3,990.0,379.0,652.0,123.0,1559.0,1111.0,24.0,54.4,1.6049,8,22
2004-08-10,23.00.00,1.0,1247.0,9.6,961.0,387.0,666.0,112.0,1569.0,1112.0,23.8,56.1,1.6298,8,23
2004-09-10,00.00.00,1.1,1217.0,9.9,975.0,433.0,665.0,87.0,1565.0,1109.0,22.3,60.6,1.608,9,00
2004-09-10,01.00.00,1.7,1158.0,8.6,923.0,349.0,673.0,79.0,1519.0,1072.0,21.9,61.5,1.5967,9,01
2004-09-10,02.00.00,2.3,1150.0,7.3,871.0,337.0,697.0,74.0,1502.0,1030.0,21.1,64.5,1.594,9,02
2004-09-10,03.00.00,2.1,1061.0,5.4,785.0,245.0,766.0,75.0,1447.0,935.0,21.0,64.4,1.5828,9,03
2004-09-10,04.00.00,2.7,1062.0,5.1,770.0,236.0,780.0,70.0,1450.0,922.0,21.3,63.9,1.5951,9,04
2004-09-10,05.00.00,2.3,1157.0,7.8,890.0,191.0,681.0,64.0,1549.0,1054.0,20.8,66.7,1.6201,9,05
2004-09-10,06.00.00,1.2,1167.0,8.2,907.0,273.0,681.0,63.0,1548.0,1082.0,20.6,67.5,1.621,9,06
2004-09-10,07.00.00,1.4,1403.0,17.6,1229.0,211.0,523.0,67.0,1872.0,1365.0,20.9,66.3,1.6165,9,07
2004-09-10,08.00.00,1.9,1453.0,20.1,1298.0,146.0,489.0,71.0,1940.0,1497.0,21.5,63.7,1.6186,9,08
2004-09-10,09.00.00,2.6,1455.0,18.7,1260.0,126.0,502.0,98.0,1868.0,1540.0,23.7,56.0,1.6238,9,09
2004-09-10,10.00.00,2.4,1512.0,19.5,1282.0,146.0,498.0,114.0,1899.0,1554.0,26.0,48.2,1.598,9,10
2004-09-10,11.00.00,3.5,1331.0,13.0,1082.0,243.0,588.0,130.0,1689.0,1252.0,28.5,42.4,1.6286,9,11
2004-09-10,12.00.00,3.5,1472.0,18.2,1246.0,450.0,512.0,155.0,1873.0,1455.0,28.1,45.3,1.6957,9,12
2004-09-10,13.00.00,2.2,1430.0,16.2,1187.0,499.0,539.0,141.0,1812.0,1339.0,29.0,43.9,1.7309,9,13
2004-09-10,14.00.00,2.3,1264.0,11.0,1016.0,574.0,624.0,118.0,1650.0,1062.0,28.9,44.3,1.7392,9,14
2004-09-10,15.00.00,1.9,1378.0,15.9,1177.0,679.0,548.0,134.0,1775.0,1266.0,29.6,42.3,1.7248,9,15
2004-09-10,16.00.00,1.0,1377.0,14.2,1123.0,572.0,578.0,123.0,1716.0,1223.0,29.4,42.9,1.7308,9,16
2004-09-10,17.00.00,0.8,1527.0,19.9,1293.0,396.0,502.0,117.0,1907.0,1469.0,28.7,45.1,1.7468,9,17
2004-09-10,18.00.00,0.5,1573.0,21.7,1343.0,455.0,470.0,110.0,1990.0,1553.0,27.0,51.2,1.7928,9,18
2004-09-10,19.00.00,0.4,1674.0,25.7,1447.0,423.0,448.0,115.0,2065.0,1689.0,26.5,52.7,1.7966,9,19
2004-09-10,20.00.00,0.4,1455.0,17.3,1218.0,356.0,535.0,116.0,1796.0,1387.0,26.2,51.7,1.7334,9,20
2004-09-10,21.00.00,0.4,1242.0,11.2,1022.0,350.0,630.0,99.0,1641.0,1139.0,24.8,56.4,1.7447,9,21
2004-09-10,22.00.00,0.6,1181.0,8.9,935.0,359.0,701.0,115.0,1565.0,960.0,24.9,56.0,1.7367,9,22
2004-09-10,23.00.00,1.9,1468.0,15.2,1155.0,358.0,565.0,104.0,1738.0,1293.0,24.5,57.5,1.7433,9,23
2004-10-10,00.00.00,2.0,1520.0,17.2,1217.0,289.0,552.0,92.0,1812.0,1357.0,24.7,56.9,1.7438,10,00
2004-10-10,01.00.00,1.4,1203.0,11.9,1046.0,359.0,621.0,84.0,1664.0,1103.0,23.9,59.2,1.7327,10,01
2004-10-10,02.00.00,1.4,1096.0,8.1,903.0,355.0,732.0,81.0,1560.0,857.0,23.8,60.2,1.7515,10,02
2004-10-10,03.00.00,1.5,991.0,4.9,759.0,244.0,845.0,77.0,1440.0,658.0,23.5,61.3,1.7538,10,03
2004-10-10,04.00.00,1.6,941.0,3.6,686.0,194.0,942.0,75.0,1406.0,549.0,22.8,64.0,1.7507,10,04
2004-10-10,05.00.00,1.8,952.0,3.7,695.0,176.0,910.0,69.0,1429.0,627.0,22.2,65.6,1.7355,10,05
2004-10-10,06.00.00,1.4,1082.0,6.3,825.0,170.0,753.0,67.0,1526.0,930.0,21.3,69.1,1.7275,10,06
2004-10-10,07.00.00,1.7,1095.0,7.7,886.0,212.0,705.0,68.0,1574.0,1001.0,21.3,68.2,1.7127,10,07
2004-10-10,08.00.00,1.7,1049.0,6.3,826.0,146.0,765.0,68.0,1521.0,917.0,22.2,65.2,1.7256,10,08
2004-10-10,09.00.00,2.3,1055.0,5.6,795.0,177.0,807.0,69.0,1494.0,834.0,24.1,59.0,1.7449,10,09
2004-10-10,10.00.00,3.2,1074.0,5.1,767.0,172.0,814.0,81.0,1489.0,796.0,24.3,61.6,1.8468,10,10
2004-10-10,11.00.00,2.6,1229.0,9.0,941.0,159.0,680.0,95.0,1653.0,1040.0,24.8,59.6,1.8351,10,11
2004-10-10,12.00.00,1.6,1228.0,9.3,952.0,184.0,668.0,92.0,1622.0,1110.0,24.5,58.8,1.7838,10,12
2004-10-10,13.00.00,0.8,1107.0,5.9,807.0,310.0,768.0,113.0,1546.0,836.0,21.0,76.8,1.8881,10,13
2004-10-10,14.00.00,0.7,1031.0,4.4,732.0,363.0,872.0,98.0,1476.0,704.0,19.8,78.0,1.7879,10,14
2004-10-10,15.00.00,0.6,1155.0,5.8,804.0,302.0,815.0,82.0,1510.0,773.0,19.4,80.5,1.7917,10,15
2004-10-10,16.00.00,0.7,1131.0,6.6,841.0,424.0,784.0,96.0,1531.0,811.0,19.6,79.1,1.7877,10,16
2004-10-10,17.00.00,0.7,1143.0,7.8,890.0,258.0,744.0,107.0,1578.0,848.0,20.8,73.1,1.7695,10,17
2004-10-10,18.00.00,0.5,1145.0,8.4,915.0,179.0,733.0,119.0,1586.0,892.0,21.1,68.6,1.7014,10,18
2004-10-10,19.00.00,0.3,1169.0,8.3,910.0,221.0,726.0,114.0,1563.0,992.0,21.1,68.3,1.6914,10,19
2004-10-10,20.00.00,0.4,1105.0,8.1,905.0,303.0,734.0,127.0,1576.0,950.0,21.2,67.7,1.6848,10,20
2004-10-10,21.00.00,0.5,1049.0,6.1,817.0,429.0,806.0,121.0,1517.0,882.0,20.8,68.6,1.6719,10,21
2004-10-10,22.00.00,1.4,1069.0,6.7,844.0,357.0,767.0,109.0,1527.0,883.0,20.8,68.1,1.6585,10,22
2004-10-10,23.00.00,2.4,1073.0,6.6,838.0,438.0,768.0,107.0,1549.0,892.0,20.7,68.4,1.6507,10,23
2004-11-10,00.00.00,1.8,1039.0,6.1,817.0,457.0,799.0,100.0,1502.0,836.0,20.1,70.5,1.6384,11,00
2004-11-10,01.00.00,1.5,1021.0,6.0,811.0,355.0,794.0,83.0,1502.0,837.0,20.2,67.9,1.5901,11,01
2004-11-10,02.00.00,1.5,825.0,1.4,536.0,348.0,1203.0,66.0,1302.0,498.0,19.4,70.4,1.5663,11,02
2004-11-10,03.00.00,1.8,828.0,1.7,558.0,241.0,1166.0,30.0,1304.0,494.0,18.8,73.8,1.5885,11,03
2004-11-10,04.00.00,2.1,847.0,1.9,576.0,134.0,1139.0,29.0,1321.0,507.0,17.9,77.7,1.5795,11,04
2004-11-10,05.00.00,1.7,903.0,3.4,679.0,94.0,956.0,41.0,1385.0,660.0,18.2,76.9,1.5945,11,05
2004-11-10,06.00.00,2.3,1041.0,7.2,865.0,33.0,757.0,63.0,1486.0,902.0,18.6,74.9,1.5918,11,06
2004-11-10,07.00.00,2.9,1314.0,19.0,1267.0,33.0,559.0,114.0,1888.0,1240.0,19.6,70.3,1.5821,11,07
2004-11-10,08.00.00,4.0,1326.0,24.5,1416.0,57.0,499.0,114.0,1971.0,1395.0,20.2,66.6,1.5567,11,08
2004-11-10,09.00.00,4.2,1464.0,25.6,1444.0,112.0,475.0,102.0,2049.0,1625.0,19.7,68.9,1.5638,11,09
2004-11-10,10.00.00,3.5,1313.0,17.1,1213.0,358.0,564.0,101.0,1789.0,1359.0,19.2,73.4,1.6192,11,10
2004-11-10,11.00.00,2.6,1202.0,12.3,1058.0,287.0,647.0,103.0,1623.0,1152.0,20.0,69.6,1.607,11,11
2004-11-10,12.00.00,1.3,1225.0,15.2,1155.0,263.0,607.0,100.0,1738.0,1159.0,21.1,64.0,1.5795,11,12
2004-11-10,13.00.00,1.0,1257.0,18.3,1248.0,282.0,557.0,95.0,1837.0,1179.0,20.2,67.4,1.5832,11,13
2004-11-10,14.00.00,1.6,1271.0,17.2,1217.0,286.0,566.0,99.0,1810.0,1227.0,20.2,68.9,1.6074,11,14
2004-11-10,15.00.00,1.6,1179.0,14.1,1120.0,259.0,634.0,102.0,1667.0,1119.0,21.9,57.6,1.4942,11,15
2004-11-10,16.00.00,1.1,1278.0,18.3,1248.0,265.0,574.0,105.0,1814.0,1243.0,23.2,52.0,1.4642,11,16
2004-11-10,17.00.00,1.1,1435.0,25.0,1429.0,249.0,499.0,118.0,2072.0,1449.0,21.7,59.1,1.5115,11,17
2004-11-10,18.00.00,0.8,1326.0,22.2,1356.0,268.0,525.0,135.0,1966.0,1405.0,20.8,61.4,1.4898,11,18
2004-11-10,19.00.00,0.8,1324.0,21.4,1335.0,226.0,537.0,124.0,1920.0,1444.0,19.9,64.2,1.4711,11,19
2004-11-10,20.00.00,1.0,1206.0,16.2,1185.0,301.0,592.0,100.0,1751.0,1386.0,19.7,65.1,1.4769,11,20
2004-11-10,21.00.00,1.2,1052.0,10.3,987.0,388.0,700.0,66.0,1556.0,1102.0,20.0,63.3,1.4672,11,21
2004-11-10,22.00.00,1.7,1057.0,8.9,934.0,285.0,743.0,57.0,1525.0,1041.0,19.0,66.1,1.4415,11,22
2004-11-10,23.00.00,2.4,952.0,6.5,833.0,197.0,846.0,58.0,1381.0,881.0,18.8,60.9,1.3032,11,23
2004-12-10,00.00.00,2.8,911.0,5.1,769.0,105.0,919.0,59.0,1340.0,791.0,18.9,60.7,1.311,12,00
2004-12-10,01.00.00,2.9,898.0,4.6,742.0,88.0,915.0,60.0,1345.0,796.0,18.1,65.2,1.3430000000000002,12,01
2004-12-10,02.00.00,2.6,809.0,2.1,593.0,92.0,1134.0,35.0,1277.0,647.0,18.3,65.1,1.3529,12,02
2004-12-10,03.00.00,2.3,823.0,2.4,616.0,88.0,1072.0,27.0,1300.0,716.0,18.3,66.9,1.3952,12,03
2004-12-10,04.00.00,2.3,814.0,3.2,666.0,90.0,1029.0,39.0,1311.0,719.0,17.8,67.5,1.3674,12,04
